Year_Birth,Income,Purchases,Is_Alone,Children,Is_Parent,Offers
1957,58138.0,1617,True,0,False,0
1954,46344.0,27,True,2,True,0
1965,71613.0,776,False,0,False,0
1984,26646.0,53,False,1,True,0
1981,58293.0,422,False,1,True,0
1967,62513.0,716,False,1,True,0
1971,55635.0,590,True,1,True,0
1985,33454.0,169,False,1,True,0
1974,30351.0,46,False,1,True,0
1950,5648.0,49,False,2,True,1
1983,51381.5,19,False,1,True,0
1976,7500.0,61,False,0,False,0
1959,63033.0,1102,True,0,False,0
1952,59354.0,310,True,2,True,0
1987,17323.0,46,False,0,False,0
1946,82800.0,1315,True,0,False,2
1980,41850.0,96,False,2,True,0
1946,37760.0,317,False,0,False,0
1949,76995.0,1782,False,1,True,1
1985,33812.0,133,True,1,True,0
1982,37040.0,316,False,0,False,0
1949,58607.0,972,False,1,True,1
1954,65324.0,544,False,1,True,0
1951,40689.0,444,False,1,True,0
1969,18589.0,75,True,0,False,0
1976,53359.0,257,False,2,True,0
1989,38360.0,131,False,1,True,0
1965,84618.0,1672,False,0,False,1
1989,10979.0,30,True,0,False,0
1963,38620.0,318,False,0,False,0
1970,40548.0,120,False,1,True,1
1952,46610.0,302,True,2,True,0
1946,68657.0,1196,False,0,False,0
1951,49389.0,65,True,2,True,0
1970,67353.0,913,False,1,True,0
1976,23718.0,81,False,1,True,0
1973,42429.0,67,True,1,True,0
1943,48948.0,902,True,0,False,1
1980,80011.0,1395,False,1,True,0
1985,20559.0,53,False,1,True,0
1957,21994.0,22,False,1,True,0
1959,51381.5,186,True,0,False,0
1975,7500.0,31,False,1,True,0
1976,79941.0,984,True,0,False,0
1996,7500.0,122,False,0,False,0
1968,41728.0,55,False,1,True,0
1951,51381.5,124,True,3,True,0
1954,72550.0,1319,False,2,True,0
1957,65486.0,507,True,1,True,0
1964,79143.0,1693,False,0,False,0
1977,35790.0,72,True,1,True,0
1977,82582.0,1617,True,0,False,2
1978,66373.0,606,False,2,True,0
1955,82384.0,1957,False,0,False,1
1966,70287.0,1093,True,0,False,0
1988,27938.0,29,True,1,True,0
1982,51381.5,46,True,1,True,0
1968,55954.0,518,False,1,True,0
1982,75777.0,1438,True,0,False,2
1975,66653.0,612,False,2,True,0
1952,61823.0,884,True,1,True,0
1951,67680.0,606,True,1,True,0
1948,70666.0,1076,False,0,False,0
1971,25721.0,34,False,1,True,0
1967,32474.0,11,False,2,True,0
1979,88194.0,1274,True,1,True,2
1958,69096.0,653,False,1,True,0
1970,74854.0,1562,False,3,True,0
1954,66991.0,1253,False,0,False,0
1973,51381.5,109,False,1,True,0
1959,65031.0,863,False,1,True,0
1975,60631.0,661,False,2,True,1
1952,28332.0,65,False,0,False,0
1977,40246.0,13,True,1,True,0
1972,75251.0,1890,False,0,False,0
1976,75825.0,2209,True,0,False,1
1976,26326.0,18,False,0,False,0
1965,56046.0,692,False,0,False,1
1985,29760.0,165,True,1,True,0
1969,26304.0,16,False,1,True,0
1973,23559.0,79,False,1,True,0
1963,38620.0,318,False,0,False,0
1987,81361.0,778,True,0,False,0
1960,29440.0,56,False,2,True,0
1970,36138.0,151,False,2,True,1
1957,50388.0,372,True,1,True,2
1973,79593.0,1366,False,0,False,1
1967,54178.0,194,False,1,True,0
1957,51381.5,603,False,3,True,0
1957,51381.5,18,True,2,True,0
1973,51381.5,985,False,0,False,0
1972,42394.0,32,True,1,True,0
1970,23626.0,43,False,1,True,0
1983,30096.0,45,False,1,True,0
1960,47916.0,606,True,1,True,1
1972,51813.0,63,True,2,True,0
1951,78497.0,978,False,0,False,1
1983,50150.0,410,False,0,False,0
1960,47823.0,72,True,1,True,0
1959,34554.0,55,True,1,True,0
1979,85693.0,1169,False,1,True,0
1945,65846.0,1120,False,0,False,0
1959,87195.0,1097,False,0,False,0
1979,24594.0,29,False,1,True,0
1964,49096.0,187,False,2,True,0
1969,52413.0,910,False,2,True,0
1978,38557.0,145,True,1,True,0
1960,89058.0,850,False,0,False,0
1979,77298.0,969,False,1,True,0
1991,68126.0,1820,True,0,False,1
1963,57288.0,608,False,1,True,1
1991,86037.0,730,True,0,False,2
1980,43974.0,551,False,1,True,0
1962,50785.0,114,True,2,True,0
1970,90765.0,1724,False,0,False,2
1978,36550.0,577,False,1,True,0
1967,30753.0,81,False,2,True,0
1969,21918.0,33,False,1,True,0
1953,56129.0,660,False,1,True,0
1967,32557.0,80,True,1,True,0
1985,19510.0,30,False,2,True,0
1976,30992.0,43,True,1,True,0
1983,101970.0,1135,True,0,False,3
1965,71488.0,559,False,0,False,0
1984,79607.0,1923,True,0,False,0
1953,54348.0,90,False,2,True,0
1961,51381.5,404,False,1,True,0
1956,77376.0,661,False,2,True,0
1952,62998.0,463,False,1,True,0
1958,61331.0,632,True,2,True,0
1969,73448.0,725,False,0,False,0
1963,51381.5,725,False,1,True,0
1964,41551.0,279,False,2,True,0
1967,62981.0,1482,False,0,False,1
1976,9548.0,29,True,1,True,0
1959,33762.0,106,False,3,True,0
1973,35860.0,49,True,2,True,1
1965,36921.0,38,True,2,True,0
1992,92859.0,2077,True,0,False,0
1976,65104.0,1053,False,1,True,0
1962,86111.0,1385,False,0,False,0
1974,68352.0,871,True,1,True,0
1988,41883.0,312,False,1,True,0
1976,59809.0,877,False,2,True,0
1975,23957.0,68,False,1,True,0
1981,38547.0,22,False,1,True,0
1973,35688.0,211,False,3,True,0
1966,49605.0,127,False,0,False,0
1953,59354.0,459,False,2,True,0
1969,65747.0,460,False,1,True,1
1972,46344.0,429,False,1,True,0
1988,34176.0,89,True,1,True,0
1952,61010.0,1021,False,1,True,0
1949,69372.0,1381,False,0,False,2
1958,49967.0,306,True,1,True,0
1978,60199.0,18,True,3,True,0
1977,55375.0,162,False,1,True,0
1955,80317.0,1231,True,0,False,0
1958,30523.0,13,True,3,True,0
1945,70356.0,1706,False,0,False,0
1984,23228.0,121,False,1,True,0
1975,74165.0,1293,True,0,False,0
1966,43482.0,88,False,3,True,0
1953,62551.0,421,True,0,False,1
1959,52332.0,259,True,0,False,1
1988,66951.0,1117,True,0,False,0
1957,26091.0,89,False,2,True,0
1965,33456.0,36,False,2,True,0
1982,28718.0,57,False,1,True,0
1970,50447.0,148,False,2,True,0
1959,53537.0,93,False,2,True,0
1967,52074.0,119,True,1,True,1
1975,80427.0,1835,False,1,True,0
1948,83837.0,1318,False,0,False,2
1970,38853.0,45,False,2,True,0
1959,38285.0,10,False,3,True,0
1951,78497.0,978,False,0,False,1
1976,51650.0,191,False,1,True,0
1988,16248.0,57,False,1,True,0
1946,66835.0,1033,False,0,False,0
1984,30477.0,66,False,1,True,0
1961,28249.0,43,False,0,False,0
1983,25271.0,50,False,1,True,0
1970,32303.0,39,True,1,True,0
1966,61286.0,608,False,1,True,0
1976,74068.0,1581,False,0,False,0
1964,45759.0,68,False,2,True,0
1978,24882.0,80,False,1,True,1
1989,66973.0,1282,False,0,False,0
1900,36640.0,65,True,1,True,0
1988,38872.0,91,False,1,True,0
1973,51148.0,315,False,2,True,0
1977,31353.0,31,False,2,True,0
1980,69661.0,834,False,0,False,0
1954,80067.0,1600,False,0,False,1
1954,86718.0,1270,False,0,False,0
1973,46854.0,263,True,2,True,1
1952,69142.0,535,True,1,True,1
1968,75922.0,1295,True,0,False,0
1978,63693.0,1150,True,1,True,0
1977,102160.0,1240,False,0,False,3
1965,40637.0,38,True,2,True,0
1984,18890.0,35,True,0,False,1
1988,29604.0,53,False,1,True,1
1963,48721.0,293,True,2,True,0
1966,44794.0,65,False,1,True,0
1954,64497.0,1804,True,1,True,1
1956,46097.0,241,False,1,True,0
1954,77972.0,1101,False,0,False,0
1968,44377.0,264,False,2,True,0
1974,46014.0,541,False,2,True,0
1985,70951.0,1198,False,0,False,0
1977,41443.0,482,False,1,True,0
1978,52195.0,17,True,3,True,0
1948,83790.0,1615,False,0,False,2
1954,44551.0,285,True,1,True,0
1980,69508.0,1135,False,1,True,0
1988,45204.0,114,False,1,True,0
1969,72460.0,1047,False,0,False,0
1970,77622.0,714,False,2,True,0
1980,30732.0,185,False,1,True,0
1962,63887.0,1245,True,1,True,0
1978,42011.0,189,False,1,True,0
1976,51369.0,576,False,1,True,0
1952,51537.0,1103,True,1,True,0
1972,79930.0,1753,False,0,False,0
1986,34320.0,17,False,1,True,0
1966,37070.0,433,True,2,True,0
1962,81975.0,1588,True,1,True,1
1971,38590.0,22,False,1,True,0
1951,15033.0,19,True,0,False,0
1965,62745.0,1117,False,1,True,0
1975,22212.0,69,False,1,True,0
1982,23661.0,23,False,1,True,0
1958,79761.0,605,True,1,True,0
1973,7500.0,57,True,1,True,0
1893,60182.0,22,True,1,True,0
1968,73455.0,2088,True,0,False,1
1958,64961.0,1009,False,1,True,0
1971,22804.0,26,True,1,True,0
1990,73687.0,1627,False,0,False,1
1958,61074.0,1102,False,1,True,0
1964,31686.0,17,False,2,True,0
1972,80134.0,1690,False,1,True,3
1953,75027.0,1390,False,1,True,0
1988,67546.0,2126,False,0,False,0
1969,65176.0,1531,False,1,True,0
1975,31160.0,64,True,1,True,0
1985,29938.0,26,True,1,True,0
1974,102692.0,1112,True,0,False,4
1958,26490.0,210,False,0,False,0
1967,75702.0,1148,False,2,True,0
1974,30899.0,33,True,1,True,0
1961,63342.0,1101,False,1,True,1
1964,45989.0,322,True,1,True,0
1964,18701.0,44,True,2,True,0
1957,40737.0,17,True,3,True,0
1979,15287.0,31,True,1,True,1
1968,69674.0,845,True,2,True,0
1970,44159.0,275,False,1,True,0
1978,37717.0,25,False,1,True,0
1952,43776.0,275,False,2,True,0
1966,38179.0,90,False,2,True,0
1963,80124.0,1495,False,0,False,1
1970,38097.0,184,False,2,True,1
1970,72940.0,981,False,0,False,0
1970,22070.0,67,False,1,True,0
1953,69267.0,1635,True,0,False,0
1983,31788.0,60,True,1,True,0
1975,61905.0,231,False,1,True,0
1960,29315.0,48,False,2,True,0
1963,33378.0,99,True,2,True,0
1963,66313.0,770,False,1,True,0
1956,60714.0,957,True,0,False,0
1981,77882.0,818,False,0,False,0
1986,69867.0,925,True,0,False,1
1968,63841.0,908,True,1,True,0
1981,24480.0,102,False,1,True,0
1976,51369.0,576,False,1,True,0
1946,37760.0,317,False,0,False,0
1974,65640.0,461,False,1,True,0
1975,44319.0,37,False,2,True,0
1974,30631.0,70,False,1,True,0
1952,75278.0,930,False,0,False,0
1956,50898.0,859,False,2,True,0
1966,79946.0,1478,True,0,False,0
1949,35416.0,390,True,0,False,0
1984,32414.0,52,False,0,False,1
1969,38361.0,137,False,1,True,0
1980,82497.0,1919,False,0,False,1
1971,16626.0,68,False,2,True,0
1965,29672.0,25,False,2,True,0
1952,55951.0,1374,False,1,True,2
1988,35388.0,32,True,1,True,0
1986,42386.0,100,False,1,True,0
1982,68627.0,825,True,0,False,0
1965,57912.0,916,True,1,True,1
1958,35246.0,62,True,2,True,0
1956,58821.0,728,False,1,True,0
1978,46377.0,90,False,1,True,0
1988,39747.0,273,True,1,True,0
1984,23976.0,66,False,1,True,0
1961,80950.0,1213,False,0,False,1
1966,27038.0,107,True,0,False,0
1947,77457.0,1157,True,0,False,1
1964,64100.0,546,False,1,True,1
1992,42670.0,241,False,0,False,0
1976,12571.0,53,True,1,True,0
1967,22574.0,37,False,3,True,0
1989,51381.5,1611,False,0,False,2
1976,70893.0,1508,True,0,False,0
1966,54198.0,235,False,2,True,0
1956,28839.0,32,False,2,True,0
1972,40321.0,102,False,2,True,0
1985,66503.0,401,True,1,True,0
1951,30833.0,28,False,2,True,0
1970,51381.5,1052,True,3,True,2
1971,64795.0,680,False,1,True,0
1974,34421.0,30,False,1,True,0
1965,47025.0,20,True,2,True,0
1961,64325.0,1307,True,1,True,0
1953,40464.0,630,True,1,True,0
1957,62187.0,1283,False,0,False,0
1976,14849.0,65,True,1,True,0
1984,27255.0,37,False,1,True,0
1950,54432.0,38,False,3,True,0
1986,29999.0,160,True,1,True,0
1983,24072.0,23,True,1,True,0
1989,33996.0,71,True,0,False,0
1956,66334.0,1161,False,1,True,0
1971,35178.0,59,False,1,True,1
1983,22010.0,33,False,1,True,0
1960,62204.0,946,True,2,True,0
1968,75693.0,1442,True,0,False,3
1972,30675.0,62,False,1,True,0
1965,83003.0,1674,False,0,False,1
1899,83532.0,1853,False,0,False,1
1988,68655.0,1538,True,0,False,0
1986,41411.0,139,True,0,False,0
1969,55212.0,1182,False,1,True,2
1950,59292.0,507,False,1,True,0
1973,27190.0,18,False,1,True,1
1952,82623.0,940,True,0,False,0
1965,44300.0,42,False,2,True,0
1970,84835.0,1190,True,0,False,0
1971,30372.0,44,True,2,True,0
1976,33181.0,16,False,1,True,1
1957,71113.0,835,False,1,True,0
1986,71952.0,1443,False,1,True,2
1966,69759.0,1029,True,0,False,0
1974,72099.0,1188,False,0,False,0
1976,60000.0,1277,True,1,True,0
1978,38643.0,49,True,2,True,0
1955,50737.0,99,False,1,True,1
1969,68462.0,1670,False,0,False,0
1943,65073.0,900,False,0,False,0
1948,46681.0,425,False,2,True,0
1957,78618.0,2153,False,0,False,1
1969,62187.0,636,True,1,True,0
1978,28442.0,57,False,2,True,0
1978,37717.0,25,False,1,True,0
1967,51479.0,494,False,2,True,0
1969,54803.0,693,True,1,True,0
1960,79530.0,1348,False,0,False,0
1976,31615.0,51,True,1,True,0
1962,72025.0,1932,False,0,False,0
1975,52614.0,990,True,1,True,0
1984,35684.0,30,False,1,True,0
1975,48178.0,254,False,2,True,0
1970,29548.0,29,True,1,True,1
1966,63810.0,1371,True,1,True,1
1972,38578.0,73,True,2,True,0
1975,46098.0,120,True,2,True,0
1970,22585.0,81,True,0,False,1
1989,30279.0,37,True,1,True,0
1961,66426.0,1377,False,1,True,0
1969,30822.0,51,True,1,True,0
1969,33581.0,17,False,2,True,0
1985,19986.0,22,False,1,True,0
1954,27421.0,324,True,0,False,0
1973,35688.0,211,False,3,True,0
1981,36143.0,19,True,1,True,0
1971,10245.0,41,True,1,True,0
1968,43795.0,492,False,1,True,1
1960,63381.0,1005,False,1,True,0
1949,38823.0,114,False,1,True,0
1968,83664.0,1173,True,2,True,0
1979,90300.0,1738,False,0,False,1
1979,62499.0,222,False,1,True,0
1993,74293.0,1127,True,0,False,0
1946,51012.0,209,False,0,False,0
1968,70777.0,787,False,1,True,0
1991,68682.0,1598,False,0,False,0
1971,43824.0,186,False,2,True,0
1984,15345.0,47,False,1,True,0
1987,23442.0,27,True,1,True,0
1980,14515.0,96,False,1,True,0
1956,31395.0,64,True,2,True,0
1965,75276.0,1040,False,0,False,0
1974,42373.0,163,True,2,True,0
1960,30507.0,343,False,0,False,0
1955,55521.0,446,True,3,True,1
1965,48006.0,41,False,2,True,0
1972,27213.0,70,True,1,True,0
1971,65808.0,272,True,2,True,0
1974,30351.0,46,False,1,True,0
1963,50437.0,490,False,2,True,0
1982,23616.0,79,True,1,True,0
1976,53858.0,915,False,1,True,0
1955,66465.0,1485,False,1,True,1
1987,46923.0,369,True,1,True,0
1962,75072.0,1073,False,1,True,0
1943,75865.0,1242,False,0,False,0
1975,19789.0,78,False,1,True,1
1994,80134.0,1378,False,0,False,4
1981,91065.0,1474,True,0,False,2
1971,49505.0,751,False,2,True,0
1973,37401.0,48,False,1,True,0
1983,30096.0,45,False,1,True,0
1982,18492.0,10,False,1,True,0
1974,82584.0,1435,False,0,False,2
1941,93027.0,2119,False,0,False,1
1953,48686.0,20,False,3,True,0
1986,92910.0,1795,False,0,False,3
1989,75433.0,1188,False,1,True,2
1989,10404.0,43,False,1,True,0
1968,61314.0,1008,False,1,True,0
1961,84865.0,1688,True,0,False,4
1989,42387.0,684,False,1,True,0
1967,67309.0,1082,False,2,True,0
1964,75236.0,1068,False,1,True,0
1970,30015.0,57,True,1,True,0
1956,50943.0,46,False,1,True,0
1966,67272.0,733,True,1,True,0
1949,51529.0,467,True,1,True,0
1971,32011.0,122,False,1,True,0
1986,7500.0,36,False,1,True,0
1989,28691.0,34,False,1,True,0
1948,56223.0,156,False,1,True,0
1946,18100.0,14,False,0,False,0
1989,30279.0,37,True,1,True,0
1974,20130.0,34,False,0,False,0
1959,23295.0,20,True,0,False,0
1972,42618.0,192,True,1,True,0
1964,81246.0,1379,True,0,False,2
1976,24027.0,48,False,1,True,0
1953,55707.0,428,False,1,True,0
1955,57959.0,868,True,1,True,0
1969,56796.0,1001,False,1,True,0
1971,36230.0,59,True,1,True,0
1980,70829.0,431,False,2,True,0
1976,65991.0,971,False,1,True,0
1972,38988.0,348,False,3,True,0
1966,89572.0,2059,True,0,False,2
1984,42207.0,265,False,1,True,1
1952,50300.0,270,False,1,True,0
1982,66664.0,1289,False,0,False,0
1964,60597.0,893,False,1,True,1
1949,70165.0,926,True,0,False,0
1958,50520.0,135,True,1,True,0
1963,80124.0,1495,False,0,False,1
1975,33183.0,120,False,1,True,0
1969,66582.0,1288,True,0,False,0
1955,75261.0,1743,False,0,False,2
1970,31880.0,15,True,1,True,0
1951,53790.0,542,False,2,True,0
1971,49269.0,890,False,1,True,0
1975,61456.0,1388,False,1,True,0
1980,37406.0,17,False,1,True,0
1981,56937.0,906,False,1,True,1
1978,38415.0,44,False,2,True,0
1988,20518.0,25,True,1,True,0
1956,62503.0,973,False,1,True,0
1972,41644.0,31,True,2,True,0
1977,55842.0,518,False,1,True,0
1972,62010.0,530,False,1,True,0
1977,41124.0,506,False,1,True,0
1973,38961.0,70,False,1,True,0
1972,37760.0,54,True,1,True,0
1974,32233.0,296,True,1,True,1
1975,43057.0,266,False,1,True,0
1960,83151.0,747,False,0,False,0
1964,78825.0,895,True,0,False,0
1976,65104.0,1053,False,1,True,0
1974,60093.0,735,False,1,True,0
1969,14045.0,20,False,1,True,0
1952,28457.0,205,True,0,False,0
1958,78952.0,2092,False,1,True,0
1976,46310.0,309,True,1,True,0
1955,76005.0,1722,False,0,False,1
1964,58308.0,900,True,1,True,0
1944,55614.0,682,True,0,False,1
1962,59432.0,663,True,1,True,0
1978,55563.0,43,True,1,True,0
1971,78642.0,1816,False,1,True,0
1949,67911.0,976,False,1,True,0
1944,65275.0,746,False,0,False,0
1950,27203.0,64,False,2,True,0
1961,48330.0,32,False,1,True,0
1990,24279.0,263,False,0,False,0
1985,64355.0,1445,False,1,True,0
1956,50943.0,46,False,1,True,0
1953,53653.0,1210,True,0,False,0
1976,65665.0,945,False,1,True,0
1989,81217.0,1157,True,0,False,0
1992,34935.0,137,False,0,False,0
1959,61250.0,730,True,1,True,0
1981,39665.0,216,False,1,True,1
1979,60152.0,943,True,1,True,0
1964,48920.0,347,False,2,True,1
1959,89120.0,1924,False,0,False,1
1946,44124.0,397,False,1,True,0
1975,81169.0,2089,True,0,False,0
1961,36443.0,138,False,2,True,0
1990,26095.0,42,True,1,True,0
1959,71367.0,777,False,0,False,0
1944,80184.0,1902,False,0,False,2
1965,30630.0,52,True,2,True,0
1987,73454.0,1651,True,0,False,1
1991,42691.0,358,False,0,False,0
1953,70503.0,1727,False,0,False,2
1987,25545.0,210,False,1,True,0
1986,32880.0,42,False,1,True,0
1958,77863.0,1291,False,0,False,0
1977,50353.0,442,False,0,False,0
1964,61839.0,1895,True,0,False,0
1960,49154.0,411,False,2,True,0
1975,47682.0,521,True,1,True,0
1969,72679.0,1168,True,1,True,0
1977,57954.0,493,False,2,True,1
1962,65316.0,260,False,2,True,0
1982,28567.0,46,True,1,True,0
1951,47352.0,319,False,1,True,0
1967,44931.0,96,False,1,True,0
1967,76982.0,1062,True,0,False,1
1952,57247.0,232,False,1,True,0
1981,22944.0,76,True,1,True,0
1977,25315.0,54,False,1,True,0
1969,43638.0,201,True,1,True,0
1984,42710.0,406,True,1,True,0
1982,84169.0,1919,False,0,False,2
1976,54058.0,662,False,1,True,0
1990,24683.0,41,False,1,True,0
1964,85620.0,1600,True,0,False,0
1980,47850.0,134,False,1,True,0
1968,19514.0,69,False,2,True,1
1973,27159.0,21,False,2,True,0
1963,39548.0,54,True,2,True,0
1989,21474.0,91,True,1,True,1
1971,60504.0,526,True,1,True,0
1963,22419.0,162,False,0,False,0
1949,81698.0,1008,False,0,False,0
1952,43462.0,240,False,2,True,0
1978,54880.0,795,True,1,True,0
1982,79908.0,1772,False,0,False,1
1970,15315.0,64,False,0,False,0
